,st,st binned,gender,education,income,policy type,vehicle class,customer lifetime value,monthly premium auto,number of open complaints,total claim amount
286,arizona,central,female,bachelor,96163.0,corporate auto,four-door car,8028.803803165787,73.0,0.384,350.4
287,california,west region,male,bachelor,0.0,personal auto,four-door car,8028.803803165787,72.0,0.384,345.6
288,california,west region,male,high school or below,0.0,personal auto,sports car,8028.803803165787,114.0,0.384,722.024742
289,washington,east,male,college,72672.0,personal auto,four-door car,8028.803803165787,63.0,0.384,259.361117
290,oregon,north west,female,bachelor,99002.0,personal auto,four-door car,8028.803803165787,112.0,0.384,537.6
291,california,west region,male,high school or below,79494.0,personal auto,four-door car,8028.803803165787,91.0,0.384,396.295614
292,oregon,north west,male,master,35704.0,personal auto,luxury car,8028.803803165787,225.0,0.384,358.281562
293,arizona,central,female,bachelor,0.0,corporate auto,four-door car,8028.803803165787,71.0,0.384,653.388564
294,oregon,north west,female,high school or below,26049.0,personal auto,two-door car,8028.803803165787,118.0,0.384,121.032372
295,arizona,central,male,doctor,70125.0,special auto,four-door car,8028.803803165787,64.0,0.384,92.813396
296,california,west region,male,college,52369.0,personal auto,suv,8028.803803165787,110.0,0.384,528.0
297,washington,east,female,bachelor,0.0,special auto,four-door car,8028.803803165787,66.0,0.384,159.636956
298,arizona,central,male,college,41770.0,personal auto,four-door car,8028.803803165787,72.0,0.384,476.156957
299,oregon,north west,male,high school or below,0.0,corporate auto,four-door car,8028.803803165787,101.0,0.384,727.2
300,california,west region,male,college,31911.0,personal auto,four-door car,8028.803803165787,67.0,0.384,321.6
301,nevada,central,male,bachelor,70051.0,corporate auto,four-door car,8028.803803165787,68.0,0.384,42.078345
302,oregon,north west,male,high school or below,19683.0,personal auto,sports car,8028.803803165787,117.0,0.384,561.6
303,washington,east,female,college,30916.0,personal auto,suv,8028.803803165787,112.0,0.384,200.11606
304,oregon,north west,female,bachelor,0.0,personal auto,four-door car,8028.803803165787,80.0,0.384,676.944023
305,washington,east,male,college,84302.0,personal auto,four-door car,8028.803803165787,62.0,0.384,76.609295
306,california,west region,male,bachelor,0.0,corporate auto,suv,8028.803803165787,116.0,0.384,830.623064
307,oregon,north west,male,college,60145.0,personal auto,suv,8028.803803165787,132.0,0.384,580.473259
308,oregon,north west,female,bachelor,63774.0,personal auto,four-door car,8028.803803165787,111.0,0.384,60.036683
309,california,west region,female,bachelor,25134.0,corporate auto,four-door car,8028.803803165787,67.0,0.384,321.6
310,oregon,north west,male,bachelor,37057.0,personal auto,four-door car,8028.803803165787,61.0,0.384,47.53101
311,oregon,north west,female,high school or below,58577.0,personal auto,suv,8028.803803165787,110.0,0.384,303.872752
312,california,west region,male,high school or below,85857.0,corporate auto,four-door car,8028.803803165787,73.0,0.384,100.620067
313,oregon,north west,female,doctor,70602.0,personal auto,suv,8028.803803165787,116.0,0.384,481.339891
314,oregon,north west,female,master,33816.0,corporate auto,four-door car,8028.803803165787,106.0,0.384,508.8
315,oregon,north west,male,bachelor,0.0,personal auto,suv,8028.803803165787,153.0,0.384,1101.6
316,oregon,north west,female,college,89642.0,corporate auto,suv,8028.803803165787,121.0,0.384,86.320022
317,california,west region,female,bachelor,60068.0,personal auto,two-door car,8028.803803165787,98.0,0.384,470.4
318,california,west region,female,bachelor,50044.0,personal auto,suv,8028.803803165787,139.0,0.384,667.2
319,california,west region,female,master,36650.0,personal auto,four-door car,8028.803803165787,69.0,0.384,56.60333
320,arizona,central,female,college,50653.0,corporate auto,suv,8028.803803165787,110.0,0.384,262.865172
321,arizona,central,female,doctor,68931.0,personal auto,four-door car,8028.803803165787,66.0,0.384,309.577946
322,oregon,north west,male,bachelor,0.0,corporate auto,four-door car,8028.803803165787,73.0,0.384,350.4
323,california,west region,female,college,0.0,personal auto,four-door car,8028.803803165787,73.0,0.384,365.364581
324,california,west region,male,bachelor,39266.0,personal auto,four-door car,8028.803803165787,80.0,0.384,384.0
325,california,west region,male,college,0.0,personal auto,suv,8028.803803165787,102.0,0.384,489.6
326,nevada,central,female,high school or below,0.0,personal auto,four-door car,8028.803803165787,98.0,0.384,705.6
327,nevada,central,female,bachelor,40864.0,corporate auto,four-door car,8028.803803165787,65.0,0.384,9.51528
328,oregon,north west,female,college,39035.0,personal auto,four-door car,8028.803803165787,68.0,0.384,244.564334
329,california,west region,male,bachelor,34923.0,personal auto,two-door car,8028.803803165787,98.0,0.384,639.105556
330,california,west region,male,high school or below,0.0,personal auto,four-door car,8028.803803165787,63.0,0.384,453.6
331,california,west region,female,high school or below,0.0,corporate auto,suv,8028.803803165787,111.0,0.384,532.8
332,california,west region,female,college,24506.0,personal auto,two-door car,8028.803803165787,71.0,0.384,511.2
333,oregon,north west,male,high school or below,0.0,personal auto,four-door car,8028.803803165787,82.0,0.384,554.522969
334,arizona,central,female,college,52220.0,personal auto,four-door car,8028.803803165787,70.0,0.384,336.0
335,arizona,central,male,high school or below,0.0,personal auto,two-door car,8028.803803165787,74.0,0.384,402.449823
336,california,west region,male,college,53554.0,personal auto,four-door car,8028.803803165787,67.0,0.384,327.020539
337,california,west region,male,bachelor,34476.0,corporate auto,four-door car,8028.803803165787,67.0,0.384,5.3953
338,arizona,central,female,bachelor,0.0,personal auto,four-door car,8028.803803165787,70.0,0.384,131.401291
339,california,west region,male,college,68205.0,personal auto,two-door car,8028.803803165787,76.0,0.384,99.382943
340,california,west region,female,high school or below,0.0,personal auto,suv,8028.803803165787,119.0,0.384,856.8
341,california,west region,male,high school or below,53690.0,personal auto,suv,8028.803803165787,154.0,0.384,739.2
342,oregon,north west,male,high school or below,0.0,personal auto,four-door car,8028.803803165787,72.0,0.384,518.4
343,california,west region,female,high school or below,0.0,personal auto,four-door car,8028.803803165787,61.0,0.384,292.8
344,california,west region,female,high school or below,74454.0,personal auto,four-door car,8028.803803165787,71.0,0.384,340.8
345,nevada,central,female,bachelor,0.0,personal auto,four-door car,8028.803803165787,73.0,0.384,350.4
346,oregon,north west,male,high school or below,29664.0,personal auto,four-door car,8028.803803165787,71.0,0.384,340.8
347,washington,east,female,doctor,72450.0,corporate auto,four-door car,8028.803803165787,66.0,0.384,84.218363
348,nevada,central,female,bachelor,47272.0,personal auto,four-door car,8028.803803165787,79.0,0.384,64.546877
349,oregon,north west,female,college,21585.0,corporate auto,four-door car,8028.803803165787,92.0,0.384,441.6
350,california,west region,female,college,23827.0,personal auto,four-door car,8028.803803165787,106.0,0.384,37.910623
351,arizona,central,female,college,69906.0,corporate auto,four-door car,8028.803803165787,74.0,0.384,202.860399
352,california,west region,female,high school or below,0.0,corporate auto,four-door car,8028.803803165787,72.0,0.384,345.6
353,washington,east,male,master,73196.0,personal auto,four-door car,8028.803803165787,66.0,0.384,85.809817
354,washington,east,male,bachelor,72217.0,personal auto,four-door car,8028.803803165787,6464.0,0.384,91.146661
355,california,west region,male,high school or below,46131.0,personal auto,two-door car,8028.803803165787,74.0,0.384,355.2
356,oregon,north west,female,master,54514.0,personal auto,suv,8028.803803165787,109.0,0.384,286.234931
357,california,west region,female,high school or below,0.0,personal auto,suv,8028.803803165787,161.0,0.384,1159.2
358,nevada,central,female,college,96668.0,personal auto,four-door car,8028.803803165787,66.0,0.384,316.8
359,california,west region,male,doctor,78879.0,personal auto,four-door car,8028.803803165787,69.0,0.384,466.570791
360,nevada,central,male,college,0.0,personal auto,four-door car,8028.803803165787,69.0,0.384,331.2
361,arizona,central,female,bachelor,0.0,personal auto,four-door car,8028.803803165787,76.0,0.384,364.8
362,california,west region,female,bachelor,0.0,personal auto,sports car,8028.803803165787,112.0,0.384,1252.406235
363,oregon,north west,male,bachelor,29735.0,personal auto,four-door car,8028.803803165787,69.0,0.384,331.2
364,california,west region,male,high school or below,23082.0,special auto,four-door car,8028.803803165787,65.0,0.384,312.0
365,arizona,central,male,bachelor,53984.0,corporate auto,four-door car,8028.803803165787,80.0,0.384,421.484456
366,california,west region,female,college,52135.0,personal auto,suv,8028.803803165787,156.0,0.384,430.505942
367,california,west region,female,college,17576.0,corporate auto,four-door car,8028.803803165787,71.0,0.384,398.502948
368,oregon,north west,female,bachelor,29486.0,personal auto,four-door car,8028.803803165787,62.0,0.384,7.646763
369,oregon,north west,female,master,58557.0,corporate auto,four-door car,8028.803803165787,88.0,0.384,55.510526
370,california,west region,male,bachelor,25632.0,personal auto,two-door car,8028.803803165787,63.0,0.384,351.270869
371,california,west region,female,high school or below,0.0,personal auto,sports car,8028.803803165787,112.0,0.384,806.4
372,arizona,central,male,bachelor,18768.0,corporate auto,four-door car,8028.803803165787,68.0,0.384,647.454583
373,california,west region,female,bachelor,33190.0,personal auto,suv,8028.803803165787,106.0,0.384,508.8
374,oregon,north west,female,master,47945.0,personal auto,two-door car,8028.803803165787,74.0,0.384,128.43823
375,arizona,central,male,college,58778.0,special auto,suv,8028.803803165787,126.0,0.384,302.033971
376,california,west region,female,high school or below,15192.0,personal auto,suv,8028.803803165787,100.0,0.384,480.0
377,california,west region,female,bachelor,51859.0,personal auto,suv,8028.803803165787,171.0,0.384,1003.160633
378,nevada,central,female,high school or below,23422.0,personal auto,two-door car,8028.803803165787,72.0,0.384,518.4
379,california,west region,female,college,21604.0,corporate auto,four-door car,8028.803803165787,79.0,0.384,379.2
380,arizona,central,male,college,79298.0,personal auto,four-door car,8028.803803165787,90.0,0.384,244.362072
381,arizona,central,female,bachelor,76731.0,special auto,four-door car,8028.803803165787,64.0,0.384,201.455005
382,washington,east,male,college,38460.0,personal auto,four-door car,8028.803803165787,88.0,0.384,91.55098
383,arizona,central,female,college,48534.0,personal auto,suv,8028.803803165787,115.0,0.384,552.0
384,washington,east,male,doctor,30817.0,corporate auto,four-door car,8028.803803165787,88.0,0.384,91.834668
385,oregon,north west,female,college,48412.0,personal auto,suv,8028.803803165787,104.0,0.384,707.430832
386,washington,east,male,bachelor,68798.0,personal auto,suv,8028.803803165787,114.0,0.384,92.915251
387,oregon,north west,male,bachelor,23712.0,personal auto,four-door car,8028.803803165787,85.0,0.384,376.126419
388,california,west region,male,college,28142.0,personal auto,sports car,8028.803803165787,105.0,0.384,701.708239
389,california,west region,female,master,72196.0,personal auto,four-door car,8028.803803165787,68.0,0.384,152.184244
390,california,west region,male,master,68197.0,personal auto,four-door car,8028.803803165787,69.0,0.384,176.819414
391,california,west region,male,bachelor,75248.0,corporate auto,four-door car,8028.803803165787,63.0,0.384,104.454624
392,california,west region,female,college,0.0,personal auto,four-door car,8028.803803165787,98.0,0.384,941.718054
393,nevada,central,male,bachelor,0.0,personal auto,two-door car,8028.803803165787,65.0,0.384,468.0
394,washington,east,female,master,89879.0,personal auto,two-door car,8028.803803165787,63.0,0.384,94.030308
395,oregon,north west,male,high school or below,46998.0,corporate auto,four-door car,8028.803803165787,96.0,0.384,460.8
396,oregon,north west,male,bachelor,57099.0,personal auto,two-door car,8028.803803165787,67.0,0.384,67.859881
397,arizona,central,female,bachelor,33897.0,corporate auto,suv,8028.803803165787,114.0,0.384,539.843003
398,nevada,central,female,high school or below,59207.0,personal auto,four-door car,8028.803803165787,116.0,0.384,556.8
399,oregon,north west,male,high school or below,40171.0,personal auto,four-door car,8028.803803165787,73.0,0.384,350.4
400,washington,east,male,doctor,80192.0,personal auto,four-door car,8028.803803165787,67.0,0.384,95.193157
401,washington,east,male,high school or below,74422.0,personal auto,four-door car,8028.803803165787,85.0,0.384,95.338505
402,oregon,north west,male,college,0.0,special auto,four-door car,8028.803803165787,87.0,0.384,626.4
403,arizona,central,female,college,0.0,personal auto,four-door car,8028.803803165787,67.0,0.384,321.6
404,nevada,central,female,bachelor,34226.0,personal auto,luxury suv,8028.803803165787,244.0,0.384,494.395024
405,california,west region,female,high school or below,65989.0,personal auto,suv,8028.803803165787,123.0,0.384,115.545086
406,oregon,north west,male,high school or below,30686.0,corporate auto,four-door car,8028.803803165787,61.0,0.384,19.938981
407,california,west region,female,master,0.0,personal auto,sports car,8028.803803165787,113.0,0.384,799.926741
